Nº de Títulos;Valor Total;Nº Baixados;Valor Total;Nº Confirmados;
4860;R$ 4.186.933,60;0;R$ 0,00;0;
Erro nº;Mensagem de erro;MSG_TECNICA;
2521;Título está baixado. Matrícula [201410309] Número [153630            ] * Linha: 2007; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22113746] Linha: 2007;
2522;Título está baixado. Matrícula [201511982] Número [152146            ] * Linha: 2008; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112310] Linha: 2008;
2523;Título está baixado. Matrícula [201504907] Número [144249            ] * Linha: 2009; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112324] Linha: 2009;
2524;Título está baixado. Matrícula [201210259] Número [153098            ] * Linha: 2010; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112345] Linha: 2010;
2525;Título está baixado. Matrícula [201301851] Número [152210            ] * Linha: 2011; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112356] Linha: 2011;
2526;Título está baixado. Matrícula [201318960] Número [154351            ] * Linha: 2012; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112358] Linha: 2012;
2527;Título está baixado. Matrícula [201404886] Número [142902            ] * Linha: 2013; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112368] Linha: 2013;
2528;Título está baixado. Matrícula [201415285] Número [148495            ] * Linha: 2014; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112373] Linha: 2014;
2529;Título está baixado. Matrícula [201502474] Número [155019            ] * Linha: 2015; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112384] Linha: 2015;
2530;Título está baixado. Matrícula [201515179] Número [152457            ] * Linha: 2016; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112398] Linha: 2016;
2531;Título está baixado. Matrícula [201515513] Número [143513            ] * Linha: 2017; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22112412] Linha: 2017;
2532;Título está baixado. Matrícula [201416146] Número [153750            ] * Linha: 2018; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22113754] Linha: 2018;
2533;Título está baixado. Matrícula [201515104] Número [151657            ] * Linha: 2019; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22113774] Linha: 2019;
2534;Título está baixado. Matrícula [201408954] Número [145515            ] * Linha: 2020; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22113804] Linha: 2020;
2535;Título está baixado. Matrícula [201308720] Número [151472            ] * Linha: 2021; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22113838] Linha: 2021;
2536;Título está baixado. Matrícula [201310772] Número [151975            ] * Linha: 2022; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22113850] Linha: 2022;
2537;Título está baixado. Matrícula [201309539] Número [144879            ] * Linha: 2023; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22113862] Linha: 2023;
2538;Título está baixado. Matrícula [201310419] Número [154349            ] * Linha: 2024; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22113866] Linha: 2024;
2539;Título está baixado. Matrícula [201406555] Número [147946            ] * Linha: 2025; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22113870] Linha: 2025;
2540;Título está baixado. Matrícula [201513660] Número [144232            ] * Linha: 2026; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22113886] Linha: 2026;
2541;Título está baixado. Matrícula [201505469] Número [144312            ] * Linha: 2027; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22113894] Linha: 2027;
2542;Título está baixado. Matrícula [201310790] Número [147446            ] * Linha: 2028; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22113909] Linha: 2028;
2543;Título está baixado. Matrícula [201303436] Número [142063            ] * Linha: 2029; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22113972] Linha: 2029;
2544;Título está baixado. Matrícula [201218314] Número [157204            ] * Linha: 2631; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103011] Linha: 2631;
2545;Título está baixado. Matrícula [201208940] Número [144097            ] * Linha: 2632; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103023] Linha: 2632;
2546;Título está baixado. Matrícula [201208955] Número [153079            ] * Linha: 2633; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103035] Linha: 2633;
2547;Título está baixado. Matrícula [201207647] Número [149464            ] * Linha: 2634; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103041] Linha: 2634;
2548;Título está baixado. Matrícula [201207651] Número [150807            ] * Linha: 2635; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103043] Linha: 2635;
2549;Título está baixado. Matrícula [201218477] Número [141093            ] * Linha: 2636; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103081] Linha: 2636;
2550;Título está baixado. Matrícula [201115274] Número [156390            ] * Linha: 2637; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103087] Linha: 2637;
2551;Título está baixado. Matrícula [201208116] Número [154773            ] * Linha: 2638; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103091] Linha: 2638;
2552;Título está baixado. Matrícula [201207692] Número [152312            ] * Linha: 2639; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103111] Linha: 2639;
2553;Título está baixado. Matrícula [201212224] Número [143469            ] * Linha: 2640; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103153] Linha: 2640;
2554;Título está baixado. Matrícula [201209034] Número [148196            ] * Linha: 2641; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103192] Linha: 2641;
2555;Título está baixado. Matrícula [201207755] Número [143648            ] * Linha: 2642; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103195] Linha: 2642;
2556;Título está baixado. Matrícula [201209067] Número [152357            ] * Linha: 2643; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103205] Linha: 2643;
2557;Título está baixado. Matrícula [201208227] Número [142527            ] * Linha: 2644; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103207] Linha: 2644;
2558;Título está baixado. Matrícula [201213778] Número [142802            ] * Linha: 2645; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103224] Linha: 2645;
2559;Título está baixado. Matrícula [201203639] Número [149085            ] * Linha: 2646; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103242] Linha: 2646;
2560;Título está baixado. Matrícula [201208268] Número [145715            ] * Linha: 2647; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103246] Linha: 2647;
2561;Título está baixado. Matrícula [201208779] Número [151689            ] * Linha: 2648; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103258] Linha: 2648;
2562;Título está baixado. Matrícula [201214190] Número [142068            ] * Linha: 2649; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103268] Linha: 2649;
2563;Título está baixado. Matrícula [201205521] Número [142072            ] * Linha: 2650; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103306] Linha: 2650;
2564;Título está baixado. Matrícula [201204181] Número [146539            ] * Linha: 2651; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103308] Linha: 2651;
2565;Título está baixado. Matrícula [201208370] Número [143622            ] * Linha: 2652; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103327] Linha: 2652;
2566;Título está baixado. Matrícula [201407294] Número [146692            ] * Linha: 2653; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22104925] Linha: 2653;
2567;Título está baixado. Matrícula [201218673] Número [152686            ] * Linha: 2654; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103346] Linha: 2654;
2568;Título está baixado. Matrícula [201214244] Número [150704            ] * Linha: 2655; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103350] Linha: 2655;
2569;Título está baixado. Matrícula [201214261] Número [143199            ] * Linha: 2656; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103358] Linha: 2656;
2570;Título está baixado. Matrícula [201204200] Número [153387            ] * Linha: 2657; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103362] Linha: 2657;
2571;Título está baixado. Matrícula [201204742] Número [140972            ] * Linha: 2658; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103377] Linha: 2658;
2572;Título está baixado. Matrícula [201207501] Número [145606            ] * Linha: 2659; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103400] Linha: 2659;
2573;Título está baixado. Matrícula [201212071] Número [153271            ] * Linha: 2660; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103405] Linha: 2660;
2574;Título está baixado. Matrícula [201302909] Número [148704            ] * Linha: 2661; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103429] Linha: 2661;
2575;Título está baixado. Matrícula [201303983] Número [151038            ] * Linha: 2662; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103431] Linha: 2662;
2576;Título está baixado. Matrícula [201304546] Número [141291            ] * Linha: 2663; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103433] Linha: 2663;
2577;Título está baixado. Matrícula [201304576] Número [153116            ] * Linha: 2664; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103439] Linha: 2664;
2578;Título está baixado. Matrícula [201203845] Número [146761            ] * Linha: 2665; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103445] Linha: 2665;
2579;Título está baixado. Matrícula [201204823] Número [147515            ] * Linha: 2666; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103447] Linha: 2666;
2580;Título está baixado. Matrícula [201204847] Número [145575            ] * Linha: 2667; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103450] Linha: 2667;
2581;Título está baixado. Matrícula [201207535] Número [147804            ] * Linha: 2668; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103455] Linha: 2668;
2582;Título está baixado. Matrícula [201205605] Número [143673            ] * Linha: 2669; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22103457] Linha: 2669;
2583;Título está baixado. Matrícula [201504908] Número [151062            ] * Linha: 3268; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061362] Linha: 3268;
2584;Título está baixado. Matrícula [201512002] Número [149463            ] * Linha: 3269; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061366] Linha: 3269;
2585;Título está baixado. Matrícula [201509528] Número [155453            ] * Linha: 3270; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061384] Linha: 3270;
2586;Título está baixado. Matrícula [201509627] Número [156345            ] * Linha: 3271; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061404] Linha: 3271;
2587;Título está baixado. Matrícula [201513479] Número [146451            ] * Linha: 3272; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22077104] Linha: 3272;
2588;Título está baixado. Matrícula [201513291] Número [143355            ] * Linha: 3273; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22077106] Linha: 3273;
2589;Título está baixado. Matrícula [201512222] Número [153063            ] * Linha: 3274; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061419] Linha: 3274;
2590;Título está baixado. Matrícula [201512228] Número [156610            ] * Linha: 3275; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061423] Linha: 3275;
2591;Título está baixado. Matrícula [201512956] Número [150016            ] * Linha: 3276; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061432] Linha: 3276;
2592;Título está baixado. Matrícula [201516192] Número [141103            ] * Linha: 3277; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061454] Linha: 3277;
2593;Título está baixado. Matrícula [201509366] Número [148230            ] * Linha: 3278; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061456] Linha: 3278;
2594;Título está baixado. Matrícula [201516388] Número [146948            ] * Linha: 3279; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061462] Linha: 3279;
2595;Título está baixado. Matrícula [201509549] Número [154406            ] * Linha: 3280; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061464] Linha: 3280;
2596;Título está baixado. Matrícula [201511134] Número [146505            ] * Linha: 3281; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061467] Linha: 3281;
2597;Título está baixado. Matrícula [201511533] Número [148049            ] * Linha: 3282; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061473] Linha: 3282;
2598;Título está baixado. Matrícula [201503930] Número [154043            ] * Linha: 3283; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061481] Linha: 3283;
2599;Título está baixado. Matrícula [201510476] Número [150108            ] * Linha: 3284; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061487] Linha: 3284;
2600;Título está baixado. Matrícula [201512974] Número [143482            ] * Linha: 3285; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061501] Linha: 3285;
2601;Título está baixado. Matrícula [201516947] Número [150365            ] * Linha: 3286; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22077141] Linha: 3286;
2602;Título está baixado. Matrícula [201516360] Número [151360            ] * Linha: 3287; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22077158] Linha: 3287;
2603;Título está baixado. Matrícula [201504259] Número [153100            ] * Linha: 3288; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22077171] Linha: 3288;
2604;Título está baixado. Matrícula [201509645] Número [149702            ] * Linha: 3289; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22077192] Linha: 3289;
2605;Título está baixado. Matrícula [201512960] Número [150164            ] * Linha: 3290; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22077204] Linha: 3290;
2606;Título está baixado. Matrícula [201510737] Número [148675            ] * Linha: 3291; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22077221] Linha: 3291;
2607;Título está baixado. Matrícula [201507086] Número [157030            ] * Linha: 3292; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22077223] Linha: 3292;
2608;Título está baixado. Matrícula [201507812] Número [148795            ] * Linha: 3293; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22077227] Linha: 3293;
2609;Título está baixado. Matrícula [201507967] Número [147526            ] * Linha: 3294; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061505] Linha: 3294;
2610;Título está baixado. Matrícula [201516212] Número [154373            ] * Linha: 3295; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061526] Linha: 3295;
2611;Título está baixado. Matrícula [201511714] Número [145048            ] * Linha: 3296; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061538] Linha: 3296;
2612;Título está baixado. Matrícula [201504428] Número [146713            ] * Linha: 3297; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061545] Linha: 3297;
2613;Título está baixado. Matrícula [201505727] Número [154517            ] * Linha: 3298; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061552] Linha: 3298;
2614;Título está baixado. Matrícula [201505731] Número [147859            ] * Linha: 3299; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061556] Linha: 3299;
2615;Título está baixado. Matrícula [201514353] Número [147455            ] * Linha: 3300; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061569] Linha: 3300;
2616;Título está baixado. Matrícula [201516229] Número [148272            ] * Linha: 3301; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061579] Linha: 3301;
2617;Título está baixado. Matrícula [201508342] Número [148483            ] * Linha: 3302; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061584] Linha: 3302;
2618;Título está baixado. Matrícula [201504108] Número [156573            ] * Linha: 3303; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061588] Linha: 3303;
2619;Título está baixado. Matrícula [201505308] Número [156471            ] * Linha: 3304; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061594] Linha: 3304;
2620;Título está baixado. Matrícula [201506323] Número [151040            ] * Linha: 3305; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061614] Linha: 3305;
2621;Título está baixado. Matrícula [201513598] Número [142910            ] * Linha: 3306; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061635] Linha: 3306;
2622;Título está baixado. Matrícula [201304185] Número [143028            ] * Linha: 3862; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063685] Linha: 3862;
2623;Título está baixado. Matrícula [201307548] Número [142221            ] * Linha: 3863; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063687] Linha: 3863;
2624;Título está baixado. Matrícula [201307163] Número [154149            ] * Linha: 3864; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063698] Linha: 3864;
2625;Título está baixado. Matrícula [201309357] Número [153027            ] * Linha: 3865; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063704] Linha: 3865;
2626;Título está baixado. Matrícula [201102218] Número [157040            ] * Linha: 3866; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063719] Linha: 3866;
2627;Título está baixado. Matrícula [201114770] Número [156830            ] * Linha: 3867; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063727] Linha: 3867;
2628;Título está baixado. Matrícula [201114438] Número [156333            ] * Linha: 3868; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063732] Linha: 3868;
2629;Título está baixado. Matrícula [201003747] Número [147108            ] * Linha: 3869; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22064019] Linha: 3869;
2630;Título está baixado. Matrícula [201101816] Número [145661            ] * Linha: 3870; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063752] Linha: 3870;
2631;Título está baixado. Matrícula [201114473] Número [155489            ] * Linha: 3871; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063754] Linha: 3871;
2632;Título está baixado. Matrícula [201107712] Número [150556            ] * Linha: 3872; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063808] Linha: 3872;
2633;Título está baixado. Matrícula [201113090] Número [145983            ] * Linha: 3873; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063848] Linha: 3873;
2634;Título está baixado. Matrícula [201103724] Número [149153            ] * Linha: 3874; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063883] Linha: 3874;
2635;Título está baixado. Matrícula [201007118] Número [147886            ] * Linha: 3875; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063892] Linha: 3875;
2636;Título está baixado. Matrícula [201007752] Número [145156            ] * Linha: 3876; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063897] Linha: 3876;
2637;Título está baixado. Matrícula [201104771] Número [142803            ] * Linha: 3877; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063901] Linha: 3877;
2638;Título está baixado. Matrícula [201104260] Número [153308            ] * Linha: 3878; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063905] Linha: 3878;
2639;Título está baixado. Matrícula [201108777] Número [156700            ] * Linha: 3879; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063915] Linha: 3879;
2640;Título está baixado. Matrícula [201004557] Número [156339            ] * Linha: 3880; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063931] Linha: 3880;
2641;Título está baixado. Matrícula [201108005] Número [142558            ] * Linha: 3881; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063946] Linha: 3881;
2642;Título está baixado. Matrícula [201105832] Número [143724            ] * Linha: 3882; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063963] Linha: 3882;
2643;Título está baixado. Matrícula [201008573] Número [144859            ] * Linha: 3883; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063968] Linha: 3883;
2644;Título está baixado. Matrícula [201104971] Número [146596            ] * Linha: 3884; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063973] Linha: 3884;
2645;Título está baixado. Matrícula [201100559] Número [143322            ] * Linha: 3885; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22063995] Linha: 3885;
2646;Título está baixado. Matrícula [201104064] Número [147903            ] * Linha: 3886; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22064004] Linha: 3886;
2647;Título está baixado. Matrícula [201100670] Número [147525            ] * Linha: 3887; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22064033] Linha: 3887;
2648;Título está baixado. Matrícula [201401612] Número [148500            ] * Linha: 3888; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22062694] Linha: 3888;
2649;Título está baixado. Matrícula [201100706] Número [155846            ] * Linha: 3889; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22064040] Linha: 3889;
2650;Título está baixado. Matrícula [201104130] Número [144999            ] * Linha: 3890; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22064047] Linha: 3890;
2651;Título está baixado. Matrícula [201104157] Número [152626            ] * Linha: 3891; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22064049] Linha: 3891;
2652;Título está baixado. Matrícula [201103694] Número [141822            ] * Linha: 3892; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22064051] Linha: 3892;
2653;Título está baixado. Matrícula [201306090] Número [154808            ] * Linha: 3893; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22062717] Linha: 3893;
2654;Título está baixado. Matrícula [201306192] Número [156838            ] * Linha: 3894; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22062731] Linha: 3894;
2655;Título está baixado. Matrícula [201318030] Número [148897            ] * Linha: 3895; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22062746] Linha: 3895;
2656;Título está baixado. Matrícula [201106900] Número [155007            ] * Linha: 3896; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22064053] Linha: 3896;
2657;Título está baixado. Matrícula [201100294] Número [145779            ] * Linha: 3897; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22064073] Linha: 3897;
2658;Título está baixado. Matrícula [201105148] Número [150588            ] * Linha: 3898; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22064078] Linha: 3898;
2659;Título está baixado. Matrícula [201106630] Número [150593            ] * Linha: 3899; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22064084] Linha: 3899;
2660;Título está baixado. Matrícula [201013682] Número [150258            ] * Linha: 3900; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22064090] Linha: 3900;
2661;Título está baixado. Matrícula [201100313] Número [143424            ] * Linha: 3901; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22064092] Linha: 3901;
2662;Título está baixado. Matrícula [201100383] Número [151941            ] * Linha: 3902; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22064123] Linha: 3902;
2663;Título está baixado. Matrícula [201517643] Número [153039            ] * Linha: 4470; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055840] Linha: 4470;
2664;Título está baixado. Matrícula [201512743] Número [145806            ] * Linha: 4471; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055848] Linha: 4471;
2665;Título está baixado. Matrícula [201502562] Número [151917            ] * Linha: 4472; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22056430] Linha: 4472;
2666;Título está baixado. Matrícula [201403456] Número [155877            ] * Linha: 4473; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22056451] Linha: 4473;
2667;Título está baixado. Matrícula [201413185] Número [147007            ] * Linha: 4474; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22056459] Linha: 4474;
2668;Título está baixado. Matrícula [201500058] Número [149789            ] * Linha: 4475; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22056475] Linha: 4475;
2669;Título está baixado. Matrícula [201501010] Número [149780            ] * Linha: 4476; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22056477] Linha: 4476;
2670;Título está baixado. Matrícula [201503598] Número [143247            ] * Linha: 4477; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22056492] Linha: 4477;
2671;Título está baixado. Matrícula [201502249] Número [144844            ] * Linha: 4478; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22056494] Linha: 4478;
2672;Título está baixado. Matrícula [201403974] Número [147147            ] * Linha: 4479; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22056506] Linha: 4479;
2673;Título está baixado. Matrícula [201413215] Número [154600            ] * Linha: 4480; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22056515] Linha: 4480;
2674;Título está baixado. Matrícula [201413588] Número [143129            ] * Linha: 4481; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22056519] Linha: 4481;
2675;Título está baixado. Matrícula [201413234] Número [143750            ] * Linha: 4482; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22056523] Linha: 4482;
2676;Título está baixado. Matrícula [201416313] Número [99745             ] * Linha: 4483; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22398143] Linha: 4483;
2677;Título está baixado. Matrícula [201400753] Número [141695            ] * Linha: 4484; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22056561] Linha: 4484;
2678;Título está baixado. Matrícula [201410788] Número [155944            ] * Linha: 4485; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22056569] Linha: 4485;
2679;Título está baixado. Matrícula [201400311] Número [147956            ] * Linha: 4486; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22056621] Linha: 4486;
2680;Título está baixado. Matrícula [201513113] Número [150769            ] * Linha: 4487; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055852] Linha: 4487;
2681;Título está baixado. Matrícula [201517436] Número [148149            ] * Linha: 4488; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055862] Linha: 4488;
2682;Título está baixado. Matrícula [201517773] Número [151942            ] * Linha: 4489; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055868] Linha: 4489;
2683;Título está baixado. Matrícula [201309796] Número [149183            ] * Linha: 4490; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055031] Linha: 4490;
2684;Título está baixado. Matrícula [201314072] Número [146014            ] * Linha: 4491; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055059] Linha: 4491;
2685;Título está baixado. Matrícula [201302966] Número [146102            ] * Linha: 4492; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055069] Linha: 4492;
2686;Título está baixado. Matrícula [201503155] Número [147849            ] * Linha: 4493; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055877] Linha: 4493;
2687;Título está baixado. Matrícula [201503631] Número [155586            ] * Linha: 4494; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055881] Linha: 4494;
2688;Título está baixado. Matrícula [201501989] Número [145035            ] * Linha: 4495; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055888] Linha: 4495;
2689;Título está baixado. Matrícula [201302990] Número [152932            ] * Linha: 4496; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055074] Linha: 4496;
2690;Título está baixado. Matrícula [201304091] Número [142550            ] * Linha: 4497; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055082] Linha: 4497;
2691;Título está baixado. Matrícula [201303054] Número [153269            ] * Linha: 4498; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055090] Linha: 4498;
2692;Título está baixado. Matrícula [201304118] Número [149276            ] * Linha: 4499; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055095] Linha: 4499;
2693;Título está baixado. Matrícula [201307571] Número [154717            ] * Linha: 4500; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055108] Linha: 4500;
2694;Título está baixado. Matrícula [201309367] Número [153310            ] * Linha: 4501; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055121] Linha: 4501;
2695;Título está baixado. Matrícula [201313731] Número [149472            ] * Linha: 4502; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055140] Linha: 4502;
2696;Título está baixado. Matrícula [201303138] Número [149249            ] * Linha: 4503; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055148] Linha: 4503;
2697;Título está baixado. Matrícula [201303694] Número [155280            ] * Linha: 4504; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055161] Linha: 4504;
2698;Título está baixado. Matrícula [201307214] Número [146288            ] * Linha: 4505; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22055198] Linha: 4505;
