Nº de Títulos;Valor Total;Nº Baixados;Valor Total;Nº Confirmados;
4860;R$ 4.186.933,60;0;R$ 0,00;0;
Erro nº;Mensagem de erro;MSG_TECNICA;
1352;Título está baixado. Matrícula [201200376] Número [150572            ] * Linha: 3044; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098241] Linha: 3044;
1353;Título está baixado. Matrícula [201200726] Número [150790            ] * Linha: 3045; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098244] Linha: 3045;
1354;Título está baixado. Matrícula [201100753] Número [144077            ] * Linha: 3046; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098246] Linha: 3046;
1355;Título está baixado. Matrícula [201106564] Número [150460            ] * Linha: 3047; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098288] Linha: 3047;
1356;Título está baixado. Matrícula [201200771] Número [143569            ] * Linha: 3048; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098296] Linha: 3048;
1357;Título está baixado. Matrícula [201200409] Número [151926            ] * Linha: 3049; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098300] Linha: 3049;
1358;Título está baixado. Matrícula [201411321] Número [146752            ] * Linha: 3050; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097293] Linha: 3050;
1359;Título está baixado. Matrícula [201411350] Número [141869            ] * Linha: 3051; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097318] Linha: 3051;
1360;Título está baixado. Matrícula [201410638] Número [141949            ] * Linha: 3052; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097336] Linha: 3052;
1361;Título está baixado. Matrícula [201411196] Número [149038            ] * Linha: 3053; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097343] Linha: 3053;
1362;Título está baixado. Matrícula [201409899] Número [151439            ] * Linha: 3054; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097347] Linha: 3054;
1363;Título está baixado. Matrícula [201501028] Número [153315            ] * Linha: 3055; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097397] Linha: 3055;
1364;Título está baixado. Matrícula [201500094] Número [143900            ] * Linha: 3056; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097404] Linha: 3056;
1365;Título está baixado. Matrícula [201416774] Número [147688            ] * Linha: 3057; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097410] Linha: 3057;
1366;Título está baixado. Matrícula [201411364] Número [147324            ] * Linha: 3058; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097421] Linha: 3058;
1367;Título está baixado. Matrícula [201411111] Número [148829            ] * Linha: 3059; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097472] Linha: 3059;
1368;Título está baixado. Matrícula [201201219] Número [155112            ] * Linha: 3060; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098305] Linha: 3060;
1369;Título está baixado. Matrícula [201409753] Número [144404            ] * Linha: 3061; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097476] Linha: 3061;
1370;Título está baixado. Matrícula [201409972] Número [152649            ] * Linha: 3062; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097490] Linha: 3062;
1371;Título está baixado. Matrícula [201410436] Número [151799            ] * Linha: 3063; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097497] Linha: 3063;
1372;Título está baixado. Matrícula [200100840] Número [146790            ] * Linha: 3064; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097559] Linha: 3064;
1373;Título está baixado. Matrícula [200506700] Número [154417            ] * Linha: 3065; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097564] Linha: 3065;
1374;Título está baixado. Matrícula [200505350] Número [142325            ] * Linha: 3066; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097569] Linha: 3066;
1375;Título está baixado. Matrícula [201100410] Número [142868            ] * Linha: 3067; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098317] Linha: 3067;
1376;Título está baixado. Matrícula [201106126] Número [155569            ] * Linha: 3068; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098369] Linha: 3068;
1377;Título está baixado. Matrícula [201200825] Número [146547            ] * Linha: 3069; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098383] Linha: 3069;
1378;Título está baixado. Matrícula [200413065] Número [148187            ] * Linha: 3070; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097571] Linha: 3070;
1379;Título está baixado. Matrícula [201214285] Número [155857            ] * Linha: 3621; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066714] Linha: 3621;
1380;Título está baixado. Matrícula [201307774] Número [151478            ] * Linha: 3622; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066719] Linha: 3622;
1381;Título está baixado. Matrícula [201308410] Número [145848            ] * Linha: 3623; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066727] Linha: 3623;
1382;Título está baixado. Matrícula [201308422] Número [152949            ] * Linha: 3624; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066729] Linha: 3624;
1383;Título está baixado. Matrícula [201308439] Número [152375            ] * Linha: 3625; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066733] Linha: 3625;
1384;Título está baixado. Matrícula [201312993] Número [142042            ] * Linha: 3626; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066765] Linha: 3626;
1385;Título está baixado. Matrícula [201209548] Número [145007            ] * Linha: 3627; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066777] Linha: 3627;
1386;Título está baixado. Matrícula [201303948] Número [146100            ] * Linha: 3628; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066790] Linha: 3628;
1387;Título está baixado. Matrícula [201303969] Número [145496            ] * Linha: 3629; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066795] Linha: 3629;
1388;Título está baixado. Matrícula [201304559] Número [155376            ] * Linha: 3630; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066805] Linha: 3630;
1389;Título está baixado. Matrícula [201307828] Número [154991            ] * Linha: 3631; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066816] Linha: 3631;
1390;Título está baixado. Matrícula [201307856] Número [153539            ] * Linha: 3632; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066820] Linha: 3632;
1391;Título está baixado. Matrícula [201313009] Número [148694            ] * Linha: 3633; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066832] Linha: 3633;
1392;Título está baixado. Matrícula [201313028] Número [147133            ] * Linha: 3634; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066837] Linha: 3634;
1393;Título está baixado. Matrícula [201309222] Número [154281            ] * Linha: 3635; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066845] Linha: 3635;
1394;Título está baixado. Matrícula [201304017] Número [143080            ] * Linha: 3636; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066850] Linha: 3636;
1395;Título está baixado. Matrícula [201307437] Número [152281            ] * Linha: 3637; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066900] Linha: 3637;
1396;Título está baixado. Matrícula [201309291] Número [153123            ] * Linha: 3638; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066913] Linha: 3638;
1397;Título está baixado. Matrícula [201209252] Número [152865            ] * Linha: 3639; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066919] Linha: 3639;
1398;Título está baixado. Matrícula [201308003] Número [150850            ] * Linha: 3640; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066932] Linha: 3640;
1399;Título está baixado. Matrícula [201307558] Número [151887            ] * Linha: 3641; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066940] Linha: 3641;
1400;Título está baixado. Matrícula [201209293] Número [146929            ] * Linha: 3642; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066947] Linha: 3642;
1401;Título está baixado. Matrícula [201304158] Número [142997            ] * Linha: 3643; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066954] Linha: 3643;
1402;Título está baixado. Matrícula [201304727] Número [149271            ] * Linha: 3644; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066968] Linha: 3644;
1403;Título está baixado. Matrícula [201308131] Número [147869            ] * Linha: 3645; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066981] Linha: 3645;
1404;Título está baixado. Matrícula [201301371] Número [147083            ] * Linha: 3646; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074315] Linha: 3646;
1405;Título está baixado. Matrícula [201312073] Número [146753            ] * Linha: 3647; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074323] Linha: 3647;
1406;Título está baixado. Matrícula [201313106] Número [150811            ] * Linha: 3648; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074332] Linha: 3648;
1407;Título está baixado. Matrícula [201312111] Número [145886            ] * Linha: 3649; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074341] Linha: 3649;
1408;Título está baixado. Matrícula [201312785] Número [150558            ] * Linha: 3650; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074347] Linha: 3650;
1409;Título está baixado. Matrícula [201212220] Número [147433            ] * Linha: 3651; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074370] Linha: 3651;
1410;Título está baixado. Matrícula [201218428] Número [155644            ] * Linha: 3652; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074389] Linha: 3652;
1411;Título está baixado. Matrícula [201213763] Número [146925            ] * Linha: 3653; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074391] Linha: 3653;
1412;Título está baixado. Matrícula [201218529] Número [155412            ] * Linha: 3654; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074398] Linha: 3654;
1413;Título está baixado. Matrícula [201301431] Número [148637            ] * Linha: 3655; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074402] Linha: 3655;
1414;Título está baixado. Matrícula [201202009] Número [149456            ] * Linha: 3656; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066053] Linha: 3656;
1415;Título está baixado. Matrícula [201207304] Número [155111            ] * Linha: 3657; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066072] Linha: 3657;
1416;Título está baixado. Matrícula [201114692] Número [144703            ] * Linha: 3658; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066084] Linha: 3658;
1417;Título está baixado. Matrícula [201114712] Número [154384            ] * Linha: 3659; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066089] Linha: 3659;
1418;Título está baixado. Matrícula [201201259] Número [150443            ] * Linha: 3660; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22066098] Linha: 3660;
1419;Título está baixado. Matrícula [201300220] Número [143955            ] * Linha: 4227; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058312] Linha: 4227;
1420;Título está baixado. Matrícula [201300658] Número [146022            ] * Linha: 4228; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058316] Linha: 4228;
1421;Título está baixado. Matrícula [201300668] Número [147326            ] * Linha: 4229; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058318] Linha: 4229;
1422;Título está baixado. Matrícula [201201020] Número [142785            ] * Linha: 4230; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058334] Linha: 4230;
1423;Título está baixado. Matrícula [201200624] Número [153012            ] * Linha: 4231; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058338] Linha: 4231;
1424;Título está baixado. Matrícula [201202118] Número [150654            ] * Linha: 4232; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058346] Linha: 4232;
1425;Título está baixado. Matrícula [201201751] Número [148565            ] * Linha: 4233; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058365] Linha: 4233;
1426;Título está baixado. Matrícula [201207080] Número [142251            ] * Linha: 4234; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058378] Linha: 4234;
1427;Título está baixado. Matrícula [201300281] Número [148175            ] * Linha: 4235; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058398] Linha: 4235;
1428;Título está baixado. Matrícula [201200291] Número [143716            ] * Linha: 4236; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058409] Linha: 4236;
1429;Título está baixado. Matrícula [201412212] Número [147104            ] * Linha: 4237; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22059748] Linha: 4237;
1430;Título está baixado. Matrícula [201406816] Número [152402            ] * Linha: 4238; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22059792] Linha: 4238;
1431;Título está baixado. Matrícula [201200299] Número [143560            ] * Linha: 4239; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058411] Linha: 4239;
1432;Título está baixado. Matrícula [201200641] Número [149961            ] * Linha: 4240; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058418] Linha: 4240;
1433;Título está baixado. Matrícula [201202695] Número [152378            ] * Linha: 4241; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058420] Linha: 4241;
1434;Título está baixado. Matrícula [201202700] Número [152651            ] * Linha: 4242; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058424] Linha: 4242;
1435;Título está baixado. Matrícula [201212597] Número [144550            ] * Linha: 4243; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058465] Linha: 4243;
1436;Título está baixado. Matrícula [201300862] Número [155100            ] * Linha: 4244; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058472] Linha: 4244;
1437;Título está baixado. Matrícula [201300012] Número [140953            ] * Linha: 4245; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058474] Linha: 4245;
1438;Título está baixado. Matrícula [201203275] Número [151336            ] * Linha: 4246; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058502] Linha: 4246;
1439;Título está baixado. Matrícula [201213006] Número [148268            ] * Linha: 4247; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058529] Linha: 4247;
1440;Título está baixado. Matrícula [201001259] Número [142967            ] * Linha: 4248; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22058535] Linha: 4248;
1441;Título está baixado. Matrícula [201410235] Número [141727            ] * Linha: 4249; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22059814] Linha: 4249;
1442;Título está baixado. Matrícula [201411121] Número [156577            ] * Linha: 4250; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22059831] Linha: 4250;
1443;Título está baixado. Matrícula [201412249] Número [151743            ] * Linha: 4251; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22059858] Linha: 4251;
1444;Título está baixado. Matrícula [201411567] Número [156599            ] * Linha: 4252; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22059863] Linha: 4252;
1445;Título está baixado. Matrícula [201416648] Número [148902            ] * Linha: 4253; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22059873] Linha: 4253;
1446;Título está baixado. Matrícula [201417275] Número [142071            ] * Linha: 4254; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22059877] Linha: 4254;
1447;Título está baixado. Matrícula [201417307] Número [150999            ] * Linha: 4255; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22059881] Linha: 4255;
1448;Título está baixado. Matrícula [201407345] Número [151463            ] * Linha: 4256; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22059904] Linha: 4256;
1449;Título está baixado. Matrícula [201406414] Número [152980            ] * Linha: 4257; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22059908] Linha: 4257;
1450;Título está baixado. Matrícula [201502335] Número [142683            ] * Linha: 4258; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22059985] Linha: 4258;
1451;Título está baixado. Matrícula [201406496] Número [149175            ] * Linha: 4259; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060008] Linha: 4259;
1452;Título está baixado. Matrícula [201411670] Número [154839            ] * Linha: 4260; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060054] Linha: 4260;
1453;Título está baixado. Matrícula [201412363] Número [147341            ] * Linha: 4261; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060060] Linha: 4261;
1454;Título está baixado. Matrícula [201502088] Número [155511            ] * Linha: 4262; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060090] Linha: 4262;
1455;Título está baixado. Matrícula [201502089] Número [144771            ] * Linha: 4263; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060092] Linha: 4263;
1456;Título está baixado. Matrícula [201405911] Número [150440            ] * Linha: 4264; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060114] Linha: 4264;
1457;Título está baixado. Matrícula [201408208] Número [145546            ] * Linha: 4265; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060125] Linha: 4265;
1458;Título está baixado. Matrícula [201407794] Número [154458            ] * Linha: 4266; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060143] Linha: 4266;
1459;Título está baixado. Matrícula [201310784] Número [145549            ] * Linha: 4826; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119157] Linha: 4826;
1460;Título está baixado. Matrícula [201309505] Número [150824            ] * Linha: 4827; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119159] Linha: 4827;
1461;Título está baixado. Matrícula [201310013] Número [150364            ] * Linha: 4828; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119161] Linha: 4828;
1462;Título está baixado. Matrícula [201310035] Número [141360            ] * Linha: 4829; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119178] Linha: 4829;
1463;Título está baixado. Matrícula [201403389] Número [141506            ] * Linha: 4830; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119185] Linha: 4830;
1464;Título está baixado. Matrícula [201309621] Número [144938            ] * Linha: 4831; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119229] Linha: 4831;
1465;Título está baixado. Matrícula [201310080] Número [143296            ] * Linha: 4832; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119231] Linha: 4832;
1466;Título está baixado. Matrícula [201305269] Número [148729            ] * Linha: 4833; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119242] Linha: 4833;
1467;Título está baixado. Matrícula [201402117] Número [145070            ] * Linha: 4834; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119274] Linha: 4834;
1468;Título está baixado. Matrícula [201402596] Número [155503            ] * Linha: 4835; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119276] Linha: 4835;
1469;Título está baixado. Matrícula [201306201] Número [144609            ] * Linha: 4836; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119291] Linha: 4836;
1470;Título está baixado. Matrícula [201302619] Número [143733            ] * Linha: 4837; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119297] Linha: 4837;
1471;Título está baixado. Matrícula [201301830] Número [143791            ] * Linha: 4838; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119310] Linha: 4838;
1472;Título está baixado. Matrícula [201318564] Número [154103            ] * Linha: 4839; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119341] Linha: 4839;
1473;Título está baixado. Matrícula [201307728] Número [143234            ] * Linha: 4840; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119351] Linha: 4840;
1474;Título está baixado. Matrícula [201401148] Número [151830            ] * Linha: 4841; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119353] Linha: 4841;
1475;Título está baixado. Matrícula [201405551] Número [153257            ] * Linha: 4842; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119373] Linha: 4842;
1476;Título está baixado. Matrícula [201406757] Número [155334            ] * Linha: 4843; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119399] Linha: 4843;
1477;Título está baixado. Matrícula [201310265] Número [142135            ] * Linha: 4844; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119414] Linha: 4844;
1478;Título está baixado. Matrícula [201200399] Número [145440            ] * Linha: 4845; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119424] Linha: 4845;
1479;Título está baixado. Matrícula [201104122] Número [143043            ] * Linha: 4846; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119434] Linha: 4846;
1480;Título está baixado. Matrícula [201102199] Número [144928            ] * Linha: 4847; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119445] Linha: 4847;
1481;Título está baixado. Matrícula [201010296] Número [148719            ] * Linha: 4848; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119459] Linha: 4848;
1482;Título está baixado. Matrícula [201010442] Número [143215            ] * Linha: 4849; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119484] Linha: 4849;
1483;Título está baixado. Matrícula [201008267] Número [152416            ] * Linha: 4850; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119523] Linha: 4850;
1484;Título está baixado. Matrícula [201107994] Número [143214            ] * Linha: 4851; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119529] Linha: 4851;
1485;Título está baixado. Matrícula [201110625] Número [144555            ] * Linha: 4852; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119531] Linha: 4852;
1486;Título está baixado. Matrícula [201106233] Número [144459            ] * Linha: 4853; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119538] Linha: 4853;
1487;Título está baixado. Matrícula [201110379] Número [141310            ] * Linha: 4854; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119546] Linha: 4854;
1488;Título está baixado. Matrícula [200804898] Número [152174            ] * Linha: 4855; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22119557] Linha: 4855;
1489;Título está baixado. Matrícula [201480037] Número [158293            ] * Linha: 4856; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22120003] Linha: 4856;
1490;Título está baixado. Matrícula [201480159] Número [158307            ] * Linha: 4857; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22120074] Linha: 4857;
1491;Título está baixado. Matrícula [200580090] Número [158312            ] * Linha: 4858; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22120088] Linha: 4858;
1492;Título está baixado. Matrícula [201480029] Número [158324            ] * Linha: 4859; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22120145] Linha: 4859;
1493;Título está baixado. Matrícula [201480163] Número [158267            ] * Linha: 4860; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22120250] Linha: 4860;
1494;Título está baixado. Matrícula [201480139] Número [158280            ] * Linha: 4861; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22120288] Linha: 4861;
1495;Título está baixado. Matrícula [200508461] Número [158274            ] * Linha: 4862; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22120274] Linha: 4862;
1496;Título está baixado. Matrícula [201415582] Número [152150            ] * Linha: 1785; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115396] Linha: 1785;
1497;Título está baixado. Matrícula [201501360] Número [153986            ] * Linha: 1786; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115398] Linha: 1786;
1498;Título está baixado. Matrícula [201415652] Número [148235            ] * Linha: 1787; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115418] Linha: 1787;
1499;Título está baixado. Matrícula [201405393] Número [142024            ] * Linha: 1788; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115425] Linha: 1788;
1500;Título está baixado. Matrícula [201403454] Número [152062            ] * Linha: 1789; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115429] Linha: 1789;
1501;Título está baixado. Matrícula [201415426] Número [146445            ] * Linha: 1790; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115451] Linha: 1790;
1502;Título está baixado. Matrícula [201415699] Número [151697            ] * Linha: 1791; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115464] Linha: 1791;
1503;Título está baixado. Matrícula [201415143] Número [151376            ] * Linha: 1792; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115479] Linha: 1792;
1504;Título está baixado. Matrícula [201415166] Número [153992            ] * Linha: 1793; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115523] Linha: 1793;
1505;Título está baixado. Matrícula [201410543] Número [154936            ] * Linha: 1794; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115564] Linha: 1794;
1506;Título está baixado. Matrícula [201409758] Número [154339            ] * Linha: 1795; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115582] Linha: 1795;
1507;Título está baixado. Matrícula [201503676] Número [154057            ] * Linha: 1796; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115587] Linha: 1796;
1508;Título está baixado. Matrícula [201407666] Número [147553            ] * Linha: 1797; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115604] Linha: 1797;
1509;Título está baixado. Matrícula [201502641] Número [147522            ] * Linha: 1798; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115614] Linha: 1798;
1510;Título está baixado. Matrícula [201409736] Número [147561            ] * Linha: 1799; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115622] Linha: 1799;
1511;Título está baixado. Matrícula [201409077] Número [148769            ] * Linha: 1800; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115628] Linha: 1800;
1512;Título está baixado. Matrícula [201500742] Número [142977            ] * Linha: 1801; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115632] Linha: 1801;
1513;Título está baixado. Matrícula [201405960] Número [147513            ] * Linha: 1802; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115634] Linha: 1802;
1514;Título está baixado. Matrícula [201500464] Número [143304            ] * Linha: 1803; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115648] Linha: 1803;
1515;Título está baixado. Matrícula [201409290] Número [141924            ] * Linha: 1804; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115654] Linha: 1804;
1516;Título está baixado. Matrícula [201501308] Número [145099            ] * Linha: 1805; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115658] Linha: 1805;
1517;Título está baixado. Matrícula [201404116] Número [148471            ] * Linha: 1806; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115663] Linha: 1806;
1518;Título está baixado. Matrícula [201404190] Número [142095            ] * Linha: 1807; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115667] Linha: 1807;
1519;Título está baixado. Matrícula [201408047] Número [144746            ] * Linha: 1808; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115673] Linha: 1808;
1520;Título está baixado. Matrícula [201309437] Número [149111            ] * Linha: 1809; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115697] Linha: 1809;
1521;Título está baixado. Matrícula [201309619] Número [148819            ] * Linha: 1810; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115752] Linha: 1810;
1522;Título está baixado. Matrícula [201310101] Número [145383            ] * Linha: 1811; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22115774] Linha: 1811;
1523;Título está baixado. Matrícula [201200614] Número [150980            ] * Linha: 1812; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22116340] Linha: 1812;
1524;Título está baixado. Matrícula [201206210] Número [148597            ] * Linha: 1813; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22114605] Linha: 1813;
1525;Título está baixado. Matrícula [201210560] Número [141454            ] * Linha: 1814; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22114613] Linha: 1814;
1526;Título está baixado. Matrícula [201210561] Número [146363            ] * Linha: 1815; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22114615] Linha: 1815;
1527;Título está baixado. Matrícula [201303824] Número [145819            ] * Linha: 1816; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22114638] Linha: 1816;
1528;Título está baixado. Matrícula [201207227] Número [142539            ] * Linha: 1817; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22114642] Linha: 1817;
1529;Título está baixado. Matrícula [201210017] Número [146437            ] * Linha: 1818; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22114654] Linha: 1818;
